filename,width,height,class,xmin,ymin,xmax,ymax
green_281_jpg.rf.09d6d0054d0b112c383220abb7f51416.jpg,640,640,semaforo pedestre,244,135,377,475
traffic-light-652-_jpg.rf.08d731bbcb12fa81401484f33b481ab9.jpg,640,640,vermelho veiculos,346,54,362,97
signal-light-71-_jpg.rf.07bc15da8cf5aadd4e2cf519cbe80b45.jpg,640,640,semaforo pedestre,186,31,426,264
green_295_jpg.rf.0b7a9f9438657db0cb7fe2909d1780e2.jpg,640,640,verde pedestre,247,274,433,462
green_295_jpg.rf.0b7a9f9438657db0cb7fe2909d1780e2.jpg,640,640,semaforo pedestre,114,0,566,599
green_171_jpg.rf.0b627b5e0a75e55945c21645248b8e73.jpg,640,640,semaforo pedestre,190,189,373,386
green_171_jpg.rf.0b627b5e0a75e55945c21645248b8e73.jpg,640,640,verde pedestre,248,219,323,287
signal-light-40-_jpg.rf.0a2925f4048abcf759f93f8b2da65cac.jpg,640,640,verde pedestre,69,359,389,610
signal-light-40-_jpg.rf.0a2925f4048abcf759f93f8b2da65cac.jpg,640,640,semaforo pedestre,0,0,542,640
069_jpg.rf.0aa4b575eb3a0c0cd50a4bab28bafdd3.jpg,640,640,semaforo pedestre,168,30,499,584
069_jpg.rf.0aa4b575eb3a0c0cd50a4bab28bafdd3.jpg,640,640,vermelho pedestre,272,76,389,284
green_049_jpg.rf.07e3e365946bfed945d64735518bce5f.jpg,640,640,semaforo pedestre,31,29,624,620
green_049_jpg.rf.07e3e365946bfed945d64735518bce5f.jpg,640,640,verde pedestre,150,316,513,547
green_283_jpg.rf.0b9f9c557364ebb0056597b99e93ee38.jpg,640,640,verde pedestre,274,365,451,542
green_283_jpg.rf.0b9f9c557364ebb0056597b99e93ee38.jpg,640,640,semaforo pedestre,150,63,576,606
green_224_jpg.rf.0bb46ea9269c860bdac65eb29dd90120.jpg,640,640,semaforo pedestre,168,167,491,591
green_224_jpg.rf.0bb46ea9269c860bdac65eb29dd90120.jpg,640,640,verde pedestre,258,238,338,456
green_201_jpg.rf.0bc751e52b8cb93d6bda6725b46adb38.jpg,640,640,verde pedestre,231,205,459,543
traffic-light-524-_jpg.rf.0ba5be7e3ae594e4ca60817857db8c36.jpg,640,640,verde veiculos,133,216,261,526
green_228_jpg.rf.0bfdd405398e85e7335943909af8bfe6.jpg,640,640,semaforo pedestre,161,19,475,619
green_228_jpg.rf.0bfdd405398e85e7335943909af8bfe6.jpg,640,640,verde pedestre,277,318,399,561
green_178_jpg.rf.0bdfb7d5b733d645faaee667b97c849b.jpg,640,640,verde pedestre,218,129,561,501
green_284_jpg.rf.0c3ef24c015d047d4823950cadca8aae.jpg,640,640,verde pedestre,258,132,375,434
green_284_jpg.rf.0c3ef24c015d047d4823950cadca8aae.jpg,640,640,semaforo pedestre,159,15,427,640
signal-light-55-_jpg.rf.0c68fa5cfcd20be32000697a91b25e0c.jpg,640,640,semaforo pedestre,229,8,320,173
signal-light-55-_jpg.rf.0c68fa5cfcd20be32000697a91b25e0c.jpg,640,640,semaforo pedestre,540,2,622,139
signal-light-55-_jpg.rf.0c68fa5cfcd20be32000697a91b25e0c.jpg,640,640,verde pedestre,552,45,581,102
signal-light-55-_jpg.rf.0c68fa5cfcd20be32000697a91b25e0c.jpg,640,640,vermelho pedestre,261,39,287,74
green_179_jpg.rf.0bef3dbde6fa4eeece2540372d224d9e.jpg,640,640,semaforo pedestre,72,0,566,585
green_179_jpg.rf.0bef3dbde6fa4eeece2540372d224d9e.jpg,640,640,verde pedestre,197,295,474,515
traffic-light-834-_jpg.rf.0cfe7c2aada42e95e955e50d17e46f09.jpg,640,640,verde veiculos,69,30,117,159
traffic-light-834-_jpg.rf.0cfe7c2aada42e95e955e50d17e46f09.jpg,640,640,verde veiculos,487,457,540,579
green_222_jpg.rf.0d2940cfc342c4ed035aefa5015d4952.jpg,640,640,semaforo pedestre,222,0,434,453
green_222_jpg.rf.0d2940cfc342c4ed035aefa5015d4952.jpg,640,640,verde pedestre,228,189,400,392
traffic-light-704-_jpg.rf.0e1717d810471a878ac5175c26e04728.jpg,640,640,vermelho veiculos,281,169,392,404
green_113_jpg.rf.0c57cb76f362c461bc46aca1ffe53e55.jpg,640,640,semaforo pedestre,186,323,375,603
green_113_jpg.rf.0c57cb76f362c461bc46aca1ffe53e55.jpg,640,640,verde pedestre,277,391,313,515
green_259_jpg.rf.0e2827807e5b73106183dd1a5b6fc89b.jpg,640,640,verde pedestre,123,165,479,491
signal-light-88-_jpg.rf.0d676c712e2012b5e317cde51b41fe0a.jpg,640,640,semaforo pedestre,89,86,491,563
signal-light-88-_jpg.rf.0d676c712e2012b5e317cde51b41fe0a.jpg,640,640,vermelho pedestre,223,157,351,309
signal-light-88-_jpg.rf.0d676c712e2012b5e317cde51b41fe0a.jpg,640,640,verde pedestre,220,313,337,471
signal-light-150-_jpg.rf.0e30f1ff85f053283bbced63cb1fa4a9.jpg,640,640,verde pedestre,140,310,262,445
signal-light-150-_jpg.rf.0e30f1ff85f053283bbced63cb1fa4a9.jpg,640,640,semaforo pedestre,104,60,327,543
084_jpg.rf.0efa440a0d5bfb1305e09ae6f551809b.jpg,640,640,semaforo pedestre,30,94,512,592
084_jpg.rf.0efa440a0d5bfb1305e09ae6f551809b.jpg,640,640,vermelho pedestre,117,161,406,323
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,semaforo pedestre,39,31,215,591
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,semaforo pedestre,251,62,452,591
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,semaforo pedestre,456,9,622,568
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,verde pedestre,67,322,150,521
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,verde pedestre,341,354,415,534
1-60-_jpg.rf.0ed8ab2dabe0831fa8eb08af9c9431c3.jpg,640,640,verde pedestre,498,193,560,342
green_082_jpg.rf.0e46372e7a119e46e9a2c0c0b13800f3.jpg,640,640,semaforo pedestre,146,297,206,406
green_082_jpg.rf.0e46372e7a119e46e9a2c0c0b13800f3.jpg,640,640,verde pedestre,166,347,186,380
green_286_jpg.rf.0e3d21f465be3d6de2474fcaea1bdecb.jpg,640,640,verde pedestre,186,246,372,440
green_286_jpg.rf.0e3d21f465be3d6de2474fcaea1bdecb.jpg,640,640,semaforo pedestre,41,22,532,638
059_jpg.rf.0f1626829115fe17092306d0bc8762c3.jpg,640,640,semaforo pedestre,262,179,417,374
059_jpg.rf.0f1626829115fe17092306d0bc8762c3.jpg,640,640,vermelho pedestre,304,223,339,325
signal-light-83-_jpg.rf.0f005ad08f6a5584bdbb4299042cf73e.jpg,640,640,semaforo pedestre,214,1,447,537
signal-light-83-_jpg.rf.0f005ad08f6a5584bdbb4299042cf73e.jpg,640,640,verde pedestre,280,176,353,296
signal-light-40-_jpg.rf.0f39ca44d6cf28a8329b0445fa550836.jpg,640,640,semaforo pedestre,2,0,544,640
signal-light-40-_jpg.rf.0f39ca44d6cf28a8329b0445fa550836.jpg,640,640,verde pedestre,9,330,327,640
signal-light-17-_jpg.rf.0fba56f7f070b58bde28f748018054d2.jpg,640,640,semaforo pedestre,32,6,471,640
signal-light-17-_jpg.rf.0fba56f7f070b58bde28f748018054d2.jpg,640,640,vermelho pedestre,123,382,320,601
signal-light-17-_jpg.rf.0fba56f7f070b58bde28f748018054d2.jpg,640,640,verde pedestre,116,96,418,292
signal-light-34-_jpg.rf.0cb19e817bb10bd79925f56ac821df48.jpg,640,640,semaforo pedestre,534,125,622,234
signal-light-34-_jpg.rf.0cb19e817bb10bd79925f56ac821df48.jpg,640,640,verde pedestre,565,168,607,217
traffic-light-122-_jpg.rf.0f9839849344a80765ba8ec11ce35540.jpg,640,640,verde veiculos,211,74,411,562
green_161_jpg.rf.0f87f5a5489d701021cde309954dcb10.jpg,640,640,semaforo pedestre,18,60,575,588
green_161_jpg.rf.0f87f5a5489d701021cde309954dcb10.jpg,640,640,verde pedestre,299,153,484,475
green_107_jpg.rf.0f5be0f877b8c1ddc2abe9706093d722.jpg,640,640,semaforo pedestre,223,136,488,599
green_107_jpg.rf.0f5be0f877b8c1ddc2abe9706093d722.jpg,640,640,verde pedestre,331,370,419,525
green_126_jpg.rf.0fcc0fa7b63527399f03f6b8b0eeef5f.jpg,640,640,semaforo pedestre,174,55,564,640
green_126_jpg.rf.0fcc0fa7b63527399f03f6b8b0eeef5f.jpg,640,640,verde pedestre,310,384,449,605
green_112_jpg.rf.0fd7c0314caa6628f35c510d21908e0e.jpg,640,640,semaforo pedestre,50,29,519,543
green_112_jpg.rf.0fd7c0314caa6628f35c510d21908e0e.jpg,640,640,verde pedestre,140,257,425,446
traffic-light-808-_jpg.rf.1041ec346381a4b5a4273c1a507e6ce1.jpg,640,640,vermelho veiculos,255,189,351,411
green_209_jpg.rf.10c0d272f4e5d2be13e0e7a813a75141.jpg,640,640,semaforo pedestre,232,115,599,610
green_209_jpg.rf.10c0d272f4e5d2be13e0e7a813a75141.jpg,640,640,verde pedestre,320,378,488,571
traffic-light-834-_jpg.rf.102c3bd0e76f739d1670a31a9fda79e0.jpg,640,640,verde veiculos,56,31,115,160
traffic-light-834-_jpg.rf.102c3bd0e76f739d1670a31a9fda79e0.jpg,640,640,verde veiculos,440,460,503,582
green_109_jpg.rf.1117f6b96e1f6755ffc74330b9732fde.jpg,640,640,semaforo pedestre,136,137,337,490
green_109_jpg.rf.1117f6b96e1f6755ffc74330b9732fde.jpg,640,640,verde pedestre,180,326,266,446
traffic-light-331-_jpg.rf.1002ff985ef929ad91f24a3a07e2ded0.jpg,640,640,vermelho veiculos,92,133,129,241
traffic-light-331-_jpg.rf.1002ff985ef929ad91f24a3a07e2ded0.jpg,640,640,vermelho veiculos,522,455,561,560
signal-light-119-_jpg.rf.10191b39fa9c32445ca9e5be5ec08546.jpg,640,640,vermelho pedestre,261,66,278,85
signal-light-119-_jpg.rf.10191b39fa9c32445ca9e5be5ec08546.jpg,640,640,semaforo pedestre,229,44,301,140
green_145_jpg.rf.128d20ef213fb37e125b247bd843c10d.jpg,640,640,verde pedestre,142,81,450,546
green_153_jpg.rf.11b7f64ae4fcce52d12e249a12a1a5b6.jpg,640,640,semaforo pedestre,251,9,640,640
green_153_jpg.rf.11b7f64ae4fcce52d12e249a12a1a5b6.jpg,640,640,verde pedestre,333,282,624,493
green_277_jpg.rf.1240ce353e1e7c6b92c7e6e36c29c227.jpg,640,640,semaforo pedestre,75,0,640,634
green_277_jpg.rf.1240ce353e1e7c6b92c7e6e36c29c227.jpg,640,640,verde pedestre,213,333,523,616
045_jpg.rf.121fb01af07415d8c18fc3b69bf3c9d2.jpg,640,640,vermelho pedestre,222,6,453,473
green_031_jpg.rf.1212314b3d0d573bf91426c1fd4a407b.jpg,640,640,verde pedestre,299,310,419,410
green_031_jpg.rf.1212314b3d0d573bf91426c1fd4a407b.jpg,640,640,semaforo pedestre,265,127,507,512
green_203_jpg.rf.111eae96d86471486c1b455b540178e0.jpg,640,640,semaforo pedestre,232,106,497,523
green_203_jpg.rf.111eae96d86471486c1b455b540178e0.jpg,640,640,verde pedestre,309,302,449,487
green_305_jpg.rf.10f4eb496946b446b3c2770606fb7e36.jpg,640,640,verde pedestre,178,89,546,589
005_jpg.rf.12abc12cc9f2a007e29efbcc1fb7d540.jpg,640,640,vermelho pedestre,0,10,289,325
green_087_jpg.rf.11e372f5b7c1d9d1ef320569265909d0.jpg,640,640,semaforo pedestre,264,315,293,359
green_087_jpg.rf.11e372f5b7c1d9d1ef320569265909d0.jpg,640,640,verde pedestre,270,336,284,349
green_183_jpg.rf.130057f5398772c8acdb8b256770e19a.jpg,640,640,semaforo pedestre,260,0,597,568
green_183_jpg.rf.130057f5398772c8acdb8b256770e19a.jpg,640,640,semaforo pedestre,367,254,516,498
green_102_jpg.rf.130f5de36f784c8487e0c7a31f1d999b.jpg,640,640,semaforo pedestre,78,0,417,510
green_102_jpg.rf.130f5de36f784c8487e0c7a31f1d999b.jpg,640,640,verde pedestre,192,201,320,378
green_305_jpg.rf.12b294be89be20a9036ad9d122ac2881.jpg,640,640,verde pedestre,164,133,483,604
traffic-light-987-_jpg.rf.1323ef8530df5d6d899366ce313879a0.jpg,640,640,vermelho veiculos,90,159,168,388
green_253_jpg.rf.131052163b8d6d605351bedf5800330d.jpg,640,640,semaforo pedestre,397,112,622,528
green_253_jpg.rf.131052163b8d6d605351bedf5800330d.jpg,640,640,verde pedestre,438,319,550,460
signal-light-73-_jpg.rf.1345cec16a3778fc215023b5c098e8bc.jpg,640,640,vermelho pedestre,187,112,340,287
signal-light-73-_jpg.rf.1345cec16a3778fc215023b5c098e8bc.jpg,640,640,verde pedestre,184,337,347,527
17_jpg.rf.1323332332023046e607f6a8ca2791eb.jpg,640,640,semaforo pedestre,270,0,601,528
17_jpg.rf.1323332332023046e607f6a8ca2791eb.jpg,640,640,verde pedestre,352,214,504,452
green_099_jpg.rf.135ebd08bf54fa29f4446db66a464191.jpg,640,640,verde pedestre,167,238,375,387
green_142_jpg.rf.13beb8d9640620ce9184e463a7c1a7a5.jpg,640,640,semaforo pedestre,43,97,545,559
green_142_jpg.rf.13beb8d9640620ce9184e463a7c1a7a5.jpg,640,640,verde pedestre,104,334,352,499
green_233_jpg.rf.14b8dd4e24063b4a0dcf76853f58ebdd.jpg,640,640,semaforo pedestre,185,139,508,544
green_233_jpg.rf.14b8dd4e24063b4a0dcf76853f58ebdd.jpg,640,640,verde pedestre,264,355,397,435
signal-light-150-_jpg.rf.167bcd3c163ea886fe6dc55e31e1082b.jpg,640,640,semaforo pedestre,93,83,319,520
signal-light-150-_jpg.rf.167bcd3c163ea886fe6dc55e31e1082b.jpg,640,640,verde pedestre,154,308,247,451
green_205_jpg.rf.136b003a1c41139e15892f0e7d793994.jpg,640,640,semaforo pedestre,155,15,566,609
green_205_jpg.rf.136b003a1c41139e15892f0e7d793994.jpg,640,640,verde pedestre,285,290,478,552
16_jpg.rf.1525f7b06b2d355a605fd49f60eb4143.jpg,640,640,semaforo pedestre,111,75,400,460
16_jpg.rf.1525f7b06b2d355a605fd49f60eb4143.jpg,640,640,verde pedestre,183,271,271,400
green_151_jpg.rf.13ef90cc114383427312f1c8d368caa1.jpg,640,640,semaforo pedestre,455,255,628,609
green_151_jpg.rf.13ef90cc114383427312f1c8d368caa1.jpg,640,640,verde pedestre,496,436,576,570
22_jpg.rf.16b9c8c39fc1a0ab6903e7d6385b6a51.jpg,640,640,semaforo pedestre,225,41,567,640
22_jpg.rf.16b9c8c39fc1a0ab6903e7d6385b6a51.jpg,640,640,vermelho pedestre,296,78,439,319
green_118_jpg.rf.13d5ea43b0281acbbe93e684f9b0e8b5.jpg,640,640,semaforo pedestre,150,32,486,588
green_118_jpg.rf.13d5ea43b0281acbbe93e684f9b0e8b5.jpg,640,640,verde pedestre,253,315,390,520
green_169_jpg.rf.14736f0647e554250a6ed45540c71696.jpg,640,640,verde pedestre,325,112,455,307
green_169_jpg.rf.14736f0647e554250a6ed45540c71696.jpg,640,640,semaforo pedestre,300,0,512,397
signal-light-71-_jpg.rf.15aca4b33dc48d4815176bd541631775.jpg,640,640,semaforo pedestre,195,0,462,272
green_096_jpg.rf.13c3580b91e0b0b97c5e3b50f7d5ee21.jpg,640,640,semaforo pedestre,236,99,296,218
green_096_jpg.rf.13c3580b91e0b0b97c5e3b50f7d5ee21.jpg,640,640,verde pedestre,256,160,277,195
signal-light-8-_jpg.rf.155f045a33dbf5ef740e7bcb5de467f7.jpg,640,640,semaforo pedestre,115,47,529,640
signal-light-8-_jpg.rf.155f045a33dbf5ef740e7bcb5de467f7.jpg,640,640,verde pedestre,236,362,410,624
green_078_jpg.rf.1508a8bd077b826b2d57d23ede625d42.jpg,640,640,verde pedestre,133,185,310,445
green_078_jpg.rf.1508a8bd077b826b2d57d23ede625d42.jpg,640,640,verde pedestre,377,226,574,426
051_jpg.rf.15ac006571a2023b91d0a28bf1a24fab.jpg,640,640,semaforo pedestre,63,0,640,616
051_jpg.rf.15ac006571a2023b91d0a28bf1a24fab.jpg,640,640,vermelho pedestre,191,102,487,355
signal-light-1-_jpg.rf.15cbf337eb36008c00d739431938d13e.jpg,640,640,semaforo pedestre,64,24,453,640
signal-light-1-_jpg.rf.15cbf337eb36008c00d739431938d13e.jpg,640,640,verde pedestre,125,373,372,591
green_235_jpg.rf.13f21871061b5e8f484d4d6b04d59057.jpg,640,640,semaforo pedestre,191,27,594,640
green_235_jpg.rf.13f21871061b5e8f484d4d6b04d59057.jpg,640,640,verde pedestre,295,365,475,618
green_106_jpg.rf.15b0c179c67ae93d9330dbb1dd754ce9.jpg,640,640,semaforo pedestre,410,46,486,166
green_106_jpg.rf.15b0c179c67ae93d9330dbb1dd754ce9.jpg,640,640,verde pedestre,435,111,468,154
green_136_jpg.rf.168097dcd25d6e5a2a1e233c256040e8.jpg,640,640,semaforo pedestre,305,80,470,447
green_136_jpg.rf.168097dcd25d6e5a2a1e233c256040e8.jpg,640,640,verde pedestre,349,272,419,404
signal-light-68-_jpg.rf.15816d997fee1b3f4393d77a7c78f8ee.jpg,640,640,verde pedestre,219,366,424,532
green_273_jpg.rf.166056e2e3eed35214f769763210d97c.jpg,640,640,verde pedestre,243,170,440,543
06_jpg.rf.1743e48ae51cb2c78966aa3ae6572e88.jpg,640,640,semaforo pedestre,150,64,453,499
06_jpg.rf.1743e48ae51cb2c78966aa3ae6572e88.jpg,640,640,verde pedestre,242,278,355,435
21_jpg.rf.1723eeadb9f472e01274f8e4562c9fce.jpg,640,640,semaforo pedestre,78,54,445,589
21_jpg.rf.1723eeadb9f472e01274f8e4562c9fce.jpg,640,640,verde pedestre,124,337,299,550
green_273_jpg.rf.168bbc3b2c1c8fde98d386312082e244.jpg,640,640,verde pedestre,228,190,436,579
green_079_jpg.rf.16e90c6a9343484b177c060229581aa5.jpg,640,640,semaforo pedestre,431,129,477,229
green_079_jpg.rf.16e90c6a9343484b177c060229581aa5.jpg,640,640,verde pedestre,446,178,466,207
signal-light-128-_jpg.rf.1771ce89f15aaab6f4c85ccfb783d806.jpg,640,640,semaforo pedestre,223,45,323,171
signal-light-128-_jpg.rf.1771ce89f15aaab6f4c85ccfb783d806.jpg,640,640,semaforo pedestre,259,92,307,136
signal-light-42-_jpg.rf.17c9a5e67fb012f62f0d23da93f7fb44.jpg,640,640,semaforo pedestre,392,77,567,299
signal-light-42-_jpg.rf.17c9a5e67fb012f62f0d23da93f7fb44.jpg,640,640,verde pedestre,442,172,528,229
green_206_jpg.rf.17f6e96f757aedc9d8dcb1c600719554.jpg,640,640,semaforo pedestre,204,47,455,555
green_206_jpg.rf.17f6e96f757aedc9d8dcb1c600719554.jpg,640,640,verde pedestre,256,274,398,470
green_221_jpg.rf.1757ac61b4dcb401142fe0b95447b08b.jpg,640,640,semaforo pedestre,132,0,601,622
green_221_jpg.rf.1757ac61b4dcb401142fe0b95447b08b.jpg,640,640,verde pedestre,279,307,505,514
green_081_jpg.rf.18406c969ba222c225bda030ebe2659a.jpg,640,640,semaforo pedestre,122,125,480,527
green_081_jpg.rf.18406c969ba222c225bda030ebe2659a.jpg,640,640,verde pedestre,253,337,355,467
24_jpg.rf.18db8055ce5a6974eef870927f81ca32.jpg,640,640,semaforo pedestre,226,32,463,555
062_jpg.rf.18e390aedb231c84580eed2258540089.jpg,640,640,semaforo pedestre,103,79,480,567
062_jpg.rf.18e390aedb231c84580eed2258540089.jpg,640,640,verde pedestre,189,290,417,477
green_155_jpg.rf.180927c8c0d5f4e16523f5cd1507bd73.jpg,640,640,semaforo pedestre,97,44,350,577
green_155_jpg.rf.180927c8c0d5f4e16523f5cd1507bd73.jpg,640,640,semaforo pedestre,374,45,599,608
green_155_jpg.rf.180927c8c0d5f4e16523f5cd1507bd73.jpg,640,640,verde pedestre,135,332,293,539
green_155_jpg.rf.180927c8c0d5f4e16523f5cd1507bd73.jpg,640,640,verde pedestre,385,352,562,532
green_215_jpg.rf.19ad088fa5b50ed64f99c1b37863ef47.jpg,640,640,semaforo pedestre,62,51,590,600
green_215_jpg.rf.19ad088fa5b50ed64f99c1b37863ef47.jpg,640,640,verde pedestre,217,318,462,534
green_067_jpg.rf.17b27edb4cfb45e209cb854435326724.jpg,640,640,semaforo pedestre,156,89,425,294
green_067_jpg.rf.17b27edb4cfb45e209cb854435326724.jpg,640,640,verde pedestre,299,145,367,261
traffic-light-565-_jpg.rf.1752c726dfe38c8cdd0903bfdb7c7d94.jpg,640,640,verde veiculos,66,95,322,207
green_028_jpg.rf.17b9567d56c20398209f8c145360629b.jpg,640,640,semaforo pedestre,157,17,399,626
green_028_jpg.rf.17b9567d56c20398209f8c145360629b.jpg,640,640,semaforo pedestre,240,412,329,608
signal-light-17-_jpg.rf.17a736ab84c197cb63055eb0b6c017e7.jpg,640,640,semaforo pedestre,87,3,470,640
signal-light-17-_jpg.rf.17a736ab84c197cb63055eb0b6c017e7.jpg,640,640,vermelho pedestre,174,376,353,590
signal-light-17-_jpg.rf.17a736ab84c197cb63055eb0b6c017e7.jpg,640,640,verde pedestre,140,93,426,279
green_216_jpg.rf.18b296acd7f9d64df8328b5191ff8763.jpg,640,640,semaforo pedestre,229,112,448,514
green_216_jpg.rf.18b296acd7f9d64df8328b5191ff8763.jpg,640,640,verde pedestre,296,146,371,297
033_jpg.rf.18b2fe3d56e96868da3ad45c185db29a.jpg,640,640,vermelho pedestre,154,195,477,425
green_120_jpg.rf.19d8bc317af5f7afd83b865550c1db94.jpg,640,640,semaforo pedestre,192,17,449,582
green_120_jpg.rf.19d8bc317af5f7afd83b865550c1db94.jpg,640,640,verde pedestre,267,284,395,520
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,semaforo pedestre,49,74,240,365
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,semaforo pedestre,342,118,444,328
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,semaforo pedestre,430,168,508,302
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,verde pedestre,121,231,183,321
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,verde pedestre,370,237,424,283
green_274_jpg.rf.1a25a49ad1060c5005dfa13538ee81fb.jpg,640,640,verde pedestre,449,236,485,280
025_jpg.rf.18c56eae3c3d2e2c36715d5b0804941e.jpg,640,640,vermelho pedestre,192,213,514,592
green_103_jpg.rf.185311c62d4cd3a39670cc3bb8d97b33.jpg,640,640,semaforo pedestre,0,0,458,640
green_103_jpg.rf.185311c62d4cd3a39670cc3bb8d97b33.jpg,640,640,verde pedestre,75,323,334,620
green_010_jpg.rf.19807b30484a4d18521497a01254a7e7.jpg,640,640,semaforo pedestre,34,34,597,640
green_010_jpg.rf.19807b30484a4d18521497a01254a7e7.jpg,640,640,verde pedestre,136,312,496,615
traffic-light-747-_jpg.rf.196c3da23f2f1830cbca407a025bf6e6.jpg,640,640,vermelho veiculos,136,54,376,583
green_263_jpg.rf.19bcf4fa27eb46593a6429d94c0cc8f9.jpg,640,640,semaforo pedestre,76,111,547,640
green_263_jpg.rf.19bcf4fa27eb46593a6429d94c0cc8f9.jpg,640,640,verde pedestre,322,235,445,556
green_304_jpg.rf.18353aa93e9d7528000f1e3c2a60a813.jpg,640,640,verde pedestre,165,124,505,572
green_115_jpg.rf.17d30ae05ab9e244f6e51e465dca9af3.jpg,640,640,semaforo pedestre,260,70,488,489
green_115_jpg.rf.17d30ae05ab9e244f6e51e465dca9af3.jpg,640,640,verde pedestre,313,290,416,423
01_jpg.rf.198e70131af80c170bede27e7a7cc0b1.jpg,640,640,semaforo pedestre,151,64,524,582
01_jpg.rf.198e70131af80c170bede27e7a7cc0b1.jpg,640,640,semaforo pedestre,318,292,448,454
signal-light-35-_jpg.rf.1a48d6483ce75596f30455c46995c5b4.jpg,640,640,semaforo pedestre,530,72,596,158
signal-light-35-_jpg.rf.1a48d6483ce75596f30455c46995c5b4.jpg,640,640,vermelho pedestre,543,101,574,132
traffic-light-614-_jpg.rf.1a6fd36e5bc02a635bb52867db895d00.jpg,640,640,vermelho veiculos,245,202,366,531
traffic-light-430-_jpg.rf.1aafc1e0cff7f719a6e1e96c9df20e46.jpg,640,640,vermelho veiculos,59,252,85,329
traffic-light-430-_jpg.rf.1aafc1e0cff7f719a6e1e96c9df20e46.jpg,640,640,vermelho veiculos,335,15,357,91
traffic-light-430-_jpg.rf.1aafc1e0cff7f719a6e1e96c9df20e46.jpg,640,640,vermelho veiculos,576,251,602,327
green_163_jpg.rf.1abcc11404ba9a7df5bfbe214283d6d4.jpg,640,640,verde pedestre,146,224,426,418
teste3_yris_v1_jpg.rf.1b5e272137abea5f92ed222c95730820.jpg,640,640,verde veiculos,279,199,376,260
signal-light-35-_jpg.rf.1b78616745d5d2ded39a7ee724316e2d.jpg,640,640,semaforo pedestre,523,0,592,29
signal-light-35-_jpg.rf.1b78616745d5d2ded39a7ee724316e2d.jpg,640,640,vermelho pedestre,536,0,569,5
traffic-light-147-_jpg.rf.1adf58ac8b616cb0681d8c7b135a1cff.jpg,640,640,verde veiculos,269,165,397,433
green_001_jpg.rf.1c5b3030a5de4e02a6e23e2db935edc6.jpg,640,640,semaforo pedestre,273,149,640,640
green_001_jpg.rf.1c5b3030a5de4e02a6e23e2db935edc6.jpg,640,640,verde pedestre,401,264,525,442
green_080_jpg.rf.1bdeec140bcc286b6d9fcb9f611f9d88.jpg,640,640,semaforo pedestre,293,284,356,395
green_080_jpg.rf.1bdeec140bcc286b6d9fcb9f611f9d88.jpg,640,640,verde pedestre,313,327,339,361
green_249_jpg.rf.1b6682c15c0a5bc62f932a663a2e7120.jpg,640,640,semaforo pedestre,88,55,487,640
green_249_jpg.rf.1b6682c15c0a5bc62f932a663a2e7120.jpg,640,640,verde pedestre,209,301,343,570
green_246_jpg.rf.1b5f4a46fd0a3b94eb60657de01513dc.jpg,640,640,semaforo pedestre,0,8,245,393
green_246_jpg.rf.1b5f4a46fd0a3b94eb60657de01513dc.jpg,640,640,verde pedestre,34,183,179,343
signal-light-58-_jpg.rf.1d450ce7a7b2d15f875c693845c3b709.jpg,640,640,semaforo pedestre,79,189,136,282
signal-light-58-_jpg.rf.1d450ce7a7b2d15f875c693845c3b709.jpg,640,640,verde pedestre,100,214,120,253
signal-light-67-_jpg.rf.1d4682452b3ee6895de507f4898539c8.jpg,640,640,vermelho pedestre,94,96,251,210
signal-light-113-_jpg.rf.1e10215678cf7e83890892a383089653.jpg,640,640,semaforo pedestre,303,0,640,602
signal-light-113-_jpg.rf.1e10215678cf7e83890892a383089653.jpg,640,640,semaforo pedestre,50,8,276,290
signal-light-113-_jpg.rf.1e10215678cf7e83890892a383089653.jpg,640,640,vermelho pedestre,120,60,190,137
signal-light-113-_jpg.rf.1e10215678cf7e83890892a383089653.jpg,640,640,verde pedestre,399,230,635,525
green_250_jpg.rf.1dd22e132f2a618ca6448d19815c945c.jpg,640,640,semaforo pedestre,20,45,520,598
green_250_jpg.rf.1dd22e132f2a618ca6448d19815c945c.jpg,640,640,verde pedestre,174,410,354,557
green_167_jpg.rf.1e0d4296cfb170666dd5e02226559a32.jpg,640,640,semaforo pedestre,9,80,277,415
green_167_jpg.rf.1e0d4296cfb170666dd5e02226559a32.jpg,640,640,verde pedestre,136,138,212,327
signal-light-111-_jpg.rf.1b83274045639c6a738bda976bbc3511.jpg,640,640,semaforo pedestre,90,30,485,623
